"Gene"	"Ctrl_A"	"Ctrl_B"	"Ctrl_C"	"Stim_A"	"Stim_B"	"Stim_C"
"Vaultrc5"	0	0	0	0	0	0
"Vav1"	43	27	42	35	24	8
"Vav2"	7	10	2	8	10	11
"Vav3"	1	0	3	0	0	0
"Vax1"	0	0	0	0	0	0
"Vax2"	0	0	0	0	0	0
"Vax2os"	0	0	0	0	0	0
"Vbp1"	102	408	263	160	334	372
"Vcam1"	32	54	63	29	22	81
"Vcan"	1	0	4	0	0	18
"Vcl"	98	72	90	61	57	127
"Vcp"	2174	1875	2725	2015	2044	1843
"Vcpip1"	37	48	66	54	123	88
"Vdac1"	916	843	730	1161	1267	657
"Vdac2"	1943	3006	1161	2006	3093	977
"Vdac3"	997	1754	1153	1011	1695	1049
"Vdr"	4	0	0	0	0	2
"Vegfa"	0	0	14	0	5	12
"Vegfb"	160	12	3	150	8	6
"Vegfc"	29	48	64	35	44	45
"Veph1"	5	7	15	5	13	6
"Vezf1"	101	16	77	85	60	67
"Vezt"	120	115	211	116	129	179
"Vgf"	0	0	0	0	0	0
"Vgll1"	0	2	0	0	0	0
"Vgll2"	0	0	0	0	0	0
"Vgll3"	21	15	37	8	26	19
"Vgll4"	24	20	6	30	23	10
"Vhl"	2	2	4	20	7	1
"Vil1"	43	32	53	36	23	33
"Vill"	272	158	172	238	88	110
"Vim"	5091	5126	2668	5934	4727	2216
"Vimp"	599	580	144	525	618	180
"Vip"	0	1	3	0	0	0
"Vipas39"	91	60	93	105	78	82
"Vipr1"	0	0	0	3	0	0
"Vipr2"	0	0	0	0	0	0
"Vit"	14	3	57	18	9	73
"Vkorc1"	702	410	25	431	421	24
"Vkorc1l1"	25	14	25	35	25	10
"Vldlr"	58	36	102	77	93	159
"Vma21"	63	89	21	74	90	46
"Vmac"	125	2	4	57	4	6
"Vmn1r1"	0	0	0	0	4	9
"Vmn1r10"	0	0	0	0	0	3
"Vmn1r100"	1	0	2	0	0	0
"Vmn1r101"	0	0	0	3	0	12
"Vmn1r103"	0	0	0	0	0	0
"Vmn1r104"	0	0	0	0	7	0
"Vmn1r107"	0	8	0	0	0	0
"Vmn1r11"	4	0	0	0	0	6
"Vmn1r111"	0	0	0	0	0	1
"Vmn1r112"	0	0	0	0	0	0
"Vmn1r113"	0	0	0	0	0	0
"Vmn1r114"	0	0	0	0	0	0
"Vmn1r115"	0	0	0	0	0	0
"Vmn1r116"	0	0	0	0	0	0
"Vmn1r117"	0	0	0	0	0	0
"Vmn1r118"	0	0	0	0	0	1
"Vmn1r119"	0	0	0	0	0	0
"Vmn1r12"	0	0	0	0	0	0
"Vmn1r120"	0	0	0	0	0	0
"Vmn1r121"	0	0	0	0	0	0
"Vmn1r122"	0	0	0	0	0	0
"Vmn1r123"	0	0	0	0	0	0
"Vmn1r124"	0	0	0	0	0	0
"Vmn1r125"	0	0	0	0	0	0
"Vmn1r126"	0	0	0	0	0	0
"Vmn1r127"	0	0	0	0	0	0
"Vmn1r128"	0	0	0	0	0	0
"Vmn1r129"	0	0	0	0	0	0
"Vmn1r13"	0	0	0	0	0	0
"Vmn1r130"	0	0	0	0	0	2
"Vmn1r132"	0	0	0	0	0	0
"Vmn1r135"	0	0	0	0	0	0
"Vmn1r137"	0	0	0	0	0	0
"Vmn1r139"	0	0	0	0	0	0
"Vmn1r14"	0	0	0	0	0	0
"Vmn1r142"	0	0	0	0	0	0
"Vmn1r143"	0	0	0	0	0	0
"Vmn1r148"	0	0	0	0	0	1
"Vmn1r149"	0	0	0	0	0	0
"Vmn1r15"	0	0	0	1	0	0
"Vmn1r151"	0	0	0	0	0	0
"Vmn1r152"	0	0	0	0	0	0
"Vmn1r155"	0	0	0	0	0	0
"Vmn1r157"	0	0	0	0	0	0
"Vmn1r158"	0	0	0	0	0	0
"Vmn1r159"	0	0	0	0	0	0
"Vmn1r16"	1	0	0	0	0	0
"Vmn1r160"	0	0	0	0	0	0
"Vmn1r163"	0	0	0	0	0	0
"Vmn1r165"	0	0	0	0	0	0
"Vmn1r167"	0	0	0	0	0	0
"Vmn1r168"	0	1	0	5	0	6
"Vmn1r169"	0	0	0	2	11	2
"Vmn1r17"	2	1	0	0	0	0
"Vmn1r170"	0	0	0	0	0	0
"Vmn1r171"	0	6	0	0	4	0
"Vmn1r172"	0	0	0	0	0	0
"Vmn1r173"	0	13	0	0	0	0
"Vmn1r174"	0	0	0	0	5	0
"Vmn1r175"	0	0	0	0	0	0
"Vmn1r176"	0	0	0	2	0	6
"Vmn1r177"	0	0	2	0	0	6
"Vmn1r178"	0	0	4	0	0	1
"Vmn1r179"	0	0	0	1	0	0
"Vmn1r18"	0	0	0	0	1	2
"Vmn1r180"	1	6	2	0	0	14
"Vmn1r181"	1	0	0	0	0	2
"Vmn1r183"	0	0	0	0	0	0
"Vmn1r184"	3	35	19	2	24	73
"Vmn1r185"	8	6	5	2	13	15
"Vmn1r186"	0	0	3	0	0	2
"Vmn1r187"	0	0	0	0	0	0
"Vmn1r188"	0	0	0	0	0	0
"Vmn1r189"	6	3	0	1	0	0
"Vmn1r19"	1	1	0	0	5	4
"Vmn1r191"	0	0	0	0	0	0
"Vmn1r192"	0	0	0	0	8	0
"Vmn1r193"	3	0	0	0	0	6
"Vmn1r194"	0	0	0	0	0	0
"Vmn1r195"	0	0	0	0	0	0
"Vmn1r196"	0	8	2	10	5	2
"Vmn1r197"	8	0	3	4	13	0
"Vmn1r198"	0	1	0	0	0	0
"Vmn1r199"	0	0	5	0	0	5
"Vmn1r2"	0	0	0	0	0	0
"Vmn1r20"	1	2	0	0	0	12
"Vmn1r200"	0	3	6	3	2	4
"Vmn1r201"	0	0	0	0	4	0
"Vmn1r202"	0	0	0	0	0	0
"Vmn1r203"	0	0	0	0	0	0
"Vmn1r204"	0	0	0	11	0	0
"Vmn1r205"	0	0	1	0	0	0
"Vmn1r206"	0	0	2	0	0	10
"Vmn1r207-ps"	0	3	0	0	1	0
"Vmn1r208"	3	2	4	0	3	1
"Vmn1r209"	0	0	0	0	0	0
"Vmn1r21"	0	0	1	0	0	9
"Vmn1r210"	3	2	3	0	0	6
"Vmn1r211"	0	0	0	0	0	0
"Vmn1r212"	1	0	0	0	0	0
"Vmn1r213"	0	0	0	4	0	0
"Vmn1r214"	0	0	0	0	0	0
"Vmn1r215"	0	0	0	0	0	0
"Vmn1r216"	0	0	1	0	0	3
"Vmn1r217"	0	16	9	5	0	19
"Vmn1r218"	0	0	0	3	0	0
"Vmn1r219"	0	0	0	0	0	0
"Vmn1r22"	0	0	1	1	0	2
"Vmn1r220"	6	0	0	0	0	3
"Vmn1r221"	1	8	0	1	4	0
"Vmn1r222"	0	0	0	0	0	0
"Vmn1r223"	0	0	0	11	0	0
"Vmn1r224"	0	0	1	0	0	0
"Vmn1r225"	0	0	0	0	0	0
"Vmn1r226"	0	0	0	0	0	9
"Vmn1r227"	0	0	0	0	7	3
"Vmn1r228"	0	0	1	0	4	16
"Vmn1r229"	0	0	0	2	0	5
"Vmn1r23"	0	0	0	1	0	1
"Vmn1r230"	1	8	0	0	7	15
"Vmn1r231"	0	1	0	0	10	6
"Vmn1r232"	0	0	2	0	2	5
"Vmn1r233"	3	0	3	1	0	26
"Vmn1r234"	0	0	0	0	5	12
"Vmn1r235"	0	14	0	1	8	10
"Vmn1r236"	0	0	0	0	0	0
"Vmn1r237"	0	0	0	0	0	0
"Vmn1r238"	0	0	0	0	0	2
"Vmn1r24"	0	0	1	0	0	1
"Vmn1r25"	0	0	0	0	0	0
"Vmn1r26"	0	0	0	0	0	1
"Vmn1r27"	1	2	6	7	0	12
"Vmn1r28"	4	6	8	4	12	12
"Vmn1r29"	3	0	6	0	0	0
"Vmn1r3"	0	0	0	0	0	0
"Vmn1r30"	0	0	2	0	0	10
"Vmn1r31"	2	3	1	0	0	5
"Vmn1r32"	4	1	0	0	2	24
"Vmn1r33"	5	4	7	17	6	26
"Vmn1r34"	0	2	7	3	2	9
"Vmn1r35"	13	22	11	19	52	39
"Vmn1r36"	0	18	0	0	0	15
"Vmn1r37"	34	36	11	15	43	54
"Vmn1r38"	0	17	0	0	4	13
"Vmn1r39"	9	4	2	1	19	28
"Vmn1r40"	14	9	0	4	10	12
"Vmn1r4"	1	9	2	9	19	6
"Vmn1r41"	1	6	9	0	2	5
"Vmn1r42"	7	0	0	4	0	7
"Vmn1r43"	0	0	1	0	2	5
"Vmn1r44"	12	3	1	0	0	16
"Vmn1r45"	0	3	1	16	0	14
"Vmn1r46"	0	0	0	0	1	6
"Vmn1r47"	7	15	0	17	14	17
"Vmn1r48"	12	4	1	0	0	0
"Vmn1r49"	0	2	9	6	0	4
"Vmn1r5"	0	0	0	9	1	0
"Vmn1r50"	2	0	5	4	0	2
"Vmn1r51"	43	32	31	24	84	100
"Vmn1r52"	0	2	14	2	0	5
"Vmn1r53"	0	0	0	0	0	0
"Vmn1r54"	0	0	0	0	0	0
"Vmn1r55"	0	0	0	0	0	0
"Vmn1r56"	4	0	0	0	0	2
"Vmn1r57"	0	0	1	0	0	0
"Vmn1r58"	0	0	0	0	0	0
"Vmn1r59"	0	0	0	0	0	0
"Vmn1r6"	0	0	0	5	0	0
"Vmn1r60"	0	16	0	2	2	30
"Vmn1r61"	0	5	0	0	1	0
"Vmn1r62"	0	0	3	0	0	2
"Vmn1r63"	0	0	0	0	0	0
"Vmn1r64"	1	0	1	2	1	9
"Vmn1r65"	0	0	0	2	11	0
"Vmn1r66"	0	0	0	0	0	7
"Vmn1r67"	0	0	0	0	2	11
"Vmn1r68"	0	7	0	0	0	15
"Vmn1r69"	7	0	5	7	8	12
"Vmn1r7"	0	0	0	0	0	0
"Vmn1r70"	0	0	0	0	0	1
"Vmn1r71"	0	10	7	3	0	21
"Vmn1r72"	0	0	0	0	0	0
"Vmn1r73"	0	0	0	0	0	6
"Vmn1r74"	6	0	0	0	0	0
"Vmn1r75"	4	23	3	7	4	26
"Vmn1r76"	0	0	0	0	0	0
"Vmn1r77"	0	0	0	0	0	0
"Vmn1r78"	0	0	0	0	0	0
"Vmn1r79"	0	0	0	0	0	2
"Vmn1r8"	0	0	0	5	0	0
"Vmn1r80"	1	0	0	4	0	7
"Vmn1r81"	0	0	0	0	0	3
"Vmn1r82"	0	0	2	0	0	0
"Vmn1r83"	0	0	0	0	0	5
"Vmn1r84"	5	4	4	7	15	12
"Vmn1r85"	60	100	36	33	33	121
"Vmn1r86"	0	0	0	4	0	0
"Vmn1r87"	2	0	5	0	3	20
"Vmn1r88"	0	0	0	0	0	0
"Vmn1r89"	32	103	52	46	64	108
"Vmn1r9"	0	0	0	0	4	10
"Vmn1r90"	0	1	7	2	0	59
"Vmn1r91"	0	0	0	0	0	0
"Vmn1r93"	0	0	0	0	0	0
"Vmn1r94"	0	0	0	0	0	0
"Vmn1r95"	0	0	0	0	0	0
"Vmn1r-ps103"	0	0	0	0	0	7
"Vmn1r-ps79"	0	18	4	5	4	31
"Vmn2r1"	9	28	12	7	27	13
"Vmn2r10"	0	0	0	0	0	0
"Vmn2r100"	0	0	7	0	0	0
"Vmn2r101"	0	0	1	0	0	0
"Vmn2r102"	0	0	1	0	0	0
"Vmn2r103"	0	0	1	0	0	0
"Vmn2r104"	0	0	2	2	0	15
"Vmn2r105"	11	1	2	8	32	19
"Vmn2r106"	0	0	2	0	0	0
"Vmn2r107"	2	0	0	0	0	2
"Vmn2r108"	0	0	0	0	0	5
"Vmn2r109"	0	0	0	0	0	0
"Vmn2r11"	0	0	1	1	0	1
"Vmn2r110"	0	0	0	0	10	10
"Vmn2r111"	3	0	0	4	0	8
"Vmn2r112"	3	0	2	0	0	5
"Vmn2r113"	34	1	8	6	2	13
"Vmn2r114"	1	0	0	0	0	0
"Vmn2r115"	0	0	0	0	0	0
"Vmn2r116"	0	0	0	0	0	0
"Vmn2r117"	1	0	0	0	0	0
"Vmn2r118"	0	5	4	0	7	4
"Vmn2r12"	0	0	0	0	0	0
"Vmn2r120"	0	1	0	0	0	2
"Vmn2r121"	0	1	3	4	0	7
"Vmn2r122"	19	0	13	37	14	21
"Vmn2r123"	4	1	7	7	11	6
"Vmn2r124"	0	0	0	7	2	4
"Vmn2r13"	0	0	0	0	0	2
"Vmn2r14"	0	0	3	0	0	0
"Vmn2r15"	0	13	3	0	13	16
"Vmn2r16"	0	0	0	0	0	0
"Vmn2r17"	0	0	1	0	0	7
"Vmn2r18"	0	0	6	14	23	12
"Vmn2r19"	0	0	0	0	0	2
"Vmn2r2"	18	5	13	8	0	36
"Vmn2r20"	3	5	3	4	6	6
"Vmn2r21"	3	5	3	4	6	6
"Vmn2r22"	3	5	0	4	0	6
"Vmn2r23"	0	0	0	1	0	1
"Vmn2r24"	2	0	0	4	0	0
"Vmn2r25"	3	4	0	0	1	4
"Vmn2r26"	0	0	0	5	1	4
"Vmn2r27"	3	1	10	1	0	0
"Vmn2r28"	1	3	10	0	17	8
"Vmn2r29"	9	5	3	6	9	3
"Vmn2r3"	1	0	12	20	21	8
"Vmn2r30"	0	0	0	0	1	1
"Vmn2r31"	2	0	2	0	0	2
"Vmn2r32"	4	1	3	0	9	5
"Vmn2r33"	1	0	0	0	4	1
"Vmn2r34"	2	0	0	0	0	1
"Vmn2r35"	0	1	2	0	1	9
"Vmn2r36"	1	0	0	0	12	0
"Vmn2r37"	2	0	0	0	0	1
"Vmn2r38"	1	0	0	0	5	2
"Vmn2r39"	0	1	0	0	1	0
"Vmn2r4"	13	0	4	0	0	0
"Vmn2r40"	1	1	0	0	1	3
"Vmn2r41"	1	1	0	0	1	3
"Vmn2r42"	4	0	3	0	0	5
"Vmn2r43"	0	1	0	0	1	0
"Vmn2r44"	1	0	5	0	4	8
"Vmn2r45"	2	0	0	0	0	1
"Vmn2r46"	0	16	6	0	0	11
"Vmn2r47"	0	7	3	6	8	17
"Vmn2r48"	1	1	0	0	1	3
"Vmn2r49"	3	1	3	27	9	6
"Vmn2r5"	7	0	0	0	0	0
"Vmn2r50"	0	1	0	0	1	18
"Vmn2r51"	0	0	0	0	0	4
"Vmn2r52"	3	13	8	0	1	4
"Vmn2r53"	2	0	0	0	2	0
"Vmn2r54"	2	0	0	3	0	0
"Vmn2r55"	0	0	3	3	0	5
"Vmn2r56"	0	0	0	3	0	4
"Vmn2r57"	0	0	0	1	0	0
"Vmn2r58"	0	13	7	9	0	55
"Vmn2r59"	4	0	8	0	0	7
"Vmn2r6"	4	0	17	5	0	26
"Vmn2r60"	2	2	0	0	0	0
"Vmn2r61"	0	2	0	1	0	0
"Vmn2r62"	0	2	0	2	0	16
"Vmn2r63"	0	0	5	1	0	19
"Vmn2r65"	0	3	3	0	2	40
"Vmn2r66"	0	0	5	0	1	21
"Vmn2r67"	3	0	1	0	0	9
"Vmn2r68"	1	0	1	0	6	3
"Vmn2r69"	4	5	1	2	0	7
"Vmn2r7"	4	0	12	5	0	27
"Vmn2r70"	3	7	4	0	2	12
"Vmn2r71"	1	0	0	0	7	0
"Vmn2r72"	11	0	1	5	0	2
"Vmn2r73"	17	0	1	0	0	4
"Vmn2r74"	0	1	2	0	0	24
"Vmn2r75"	1	0	0	0	2	0
"Vmn2r76"	1	13	3	0	7	2
"Vmn2r77"	3	0	9	10	9	5
"Vmn2r78"	0	5	21	0	0	15
"Vmn2r79"	1	0	0	0	16	5
"Vmn2r8"	0	0	1	0	4	1
"Vmn2r80"	2	0	0	2	4	0
"Vmn2r81"	12	0	15	1	17	33
"Vmn2r82"	2	10	11	1	6	15
"Vmn2r83"	2	3	2	0	0	1
"Vmn2r84"	0	0	0	0	0	0
"Vmn2r85"	0	0	0	0	2	0
"Vmn2r86"	0	0	0	0	1	0
"Vmn2r87"	0	0	2	0	0	4
"Vmn2r88"	11	1	11	13	6	25
"Vmn2r89"	10	1	6	11	1	4
"Vmn2r9"	0	0	1	1	0	1
"Vmn2r90"	1	10	6	11	0	24
"Vmn2r91"	0	0	2	0	2	0
"Vmn2r92"	0	0	4	0	3	14
"Vmn2r93"	0	0	0	0	2	20
"Vmn2r94"	0	0	0	2	0	0
"Vmn2r95"	0	0	4	0	0	0
"Vmn2r96"	0	0	9	7	6	0
"Vmn2r97"	0	0	0	0	0	1
"Vmn2r98"	0	0	1	4	0	1
"Vmn2r99"	4	0	1	1	9	12
"Vmn2r-ps11"	0	0	0	0	0	0
"Vmn2r-ps129"	0	0	0	1	0	0
"Vmn2r-ps159"	70	8	100	46	62	151
"Vmn2r-ps54"	0	0	0	0	0	0
"Vmn2r-ps60"	0	0	0	1	0	0
"Vmo1"	35678	38872	23842	28126	24705	19043
"Vmp1"	287	315	452	192	280	441
"Vnn1"	4	1	6	7	10	3
"Vnn3"	6	0	7	1	0	0
"Vopp1"	10	1	2	13	5	3
"Vprbp"	16	11	77	29	23	33
"Vpreb1"	5	7	2	5	2	1
"Vpreb2"	0	0	2	0	2	1
"Vpreb3"	548	839	303	487	623	188
"Vps11"	245	199	215	140	233	157
"Vps13a"	24	12	67	42	19	78
"Vps13b"	105	84	243	141	84	192
"Vps13c"	0	3	15	10	5	28
"Vps13d"	83	135	374	148	167	190
"Vps16"	374	263	385	304	251	295
"Vps18"	113	51	4	99	85	3
"Vps25"	387	539	326	433	484	285
"Vps26a"	76	98	75	74	77	84
"Vps26b"	56	31	35	90	45	37
"Vps28"	1072	1235	827	1019	1332	676
"Vps29"	363	694	485	298	533	391
"Vps33a"	27	64	48	77	11	30
"Vps33b"	142	237	364	172	355	227
"Vps35"	430	581	745	533	510	656
"Vps36"	202	165	84	155	116	61
"Vps37a"	43	158	51	57	194	69
"Vps37b"	11	6	0	9	0	0
"Vps37c"	52	10	14	64	28	4
"Vps37d"	19	0	0	26	0	0
"Vps39"	14	2	7	47	2	4
"Vps41"	242	344	289	150	325	222
"Vps45"	144	151	142	163	162	118
"Vps4a"	437	451	288	409	672	233
"Vps4b"	288	345	424	310	317	447
"Vps51"	454	319	315	359	274	190
"Vps52"	260	264	157	259	264	169
"Vps53"	370	472	294	297	354	265
"Vps54"	166	198	346	161	335	310
"Vps72"	489	604	3	522	522	1
"Vps8"	141	125	0	169	142	1
"Vps9d1"	174	70	34	205	107	75
"Vrk1"	110	122	129	112	182	126
"Vrk2"	146	230	172	156	227	167
"Vrk3"	380	275	294	387	358	217
"Vrtn"	0	0	0	0	0	0
"Vsig1"	0	0	2	5	2	2
"Vsig10"	8	3	2	5	3	7
"Vsig2"	16	25	16	8	27	24
"Vsig4"	0	0	0	0	0	0
"Vsig8"	1	2	1	9	0	1
"Vsnl1"	227	267	108	238	275	118
"Vstm2a"	5	9	1	5	1	3
"Vstm2b"	6	29	0	5	5	1
"Vstm2l"	0	0	0	0	0	0
"Vstm4"	21	11	23	24	19	11
"Vstm5"	0	0	0	1	0	0
"Vsx1"	0	0	0	0	0	4
"Vsx2"	0	0	0	0	0	0
"Vta1"	421	492	271	448	546	299
"Vtcn1"	10	4	5	7	16	2
"Vti1a"	23	5	2	15	1	2
"Vti1b"	566	246	195	484	263	197
"Vtn"	5	2	0	11	1	10
"Vwa1"	11	0	0	44	1	0
"Vwa2"	0	0	0	0	0	2
"Vwa3a"	288	227	360	314	344	322
"Vwa5a"	64	44	72	106	55	45
"Vwa5b1"	0	2	0	0	0	0
"Vwa5b2"	180	137	236	164	195	151
"Vwa7"	0	0	0	0	0	0
"Vwa8"	185	97	331	91	163	235
"Vwa9"	162	143	107	191	199	153
"Vwc2"	6	6	5	4	4	5
"Vwc2l"	0	0	0	0	0	0
"Vwce"	0	0	0	0	0	0
"Vwde"	0	0	0	0	0	0
"Vwf"	72	38	175	45	38	143
"Wac"	308	1473	654	472	1581	1795
"Wap"	0	0	0	0	0	0
"Wapal"	112	114	140	167	127	204
"Wars"	297	227	327	295	221	186
"Wars2"	15	31	23	17	23	38
"Was"	10	3	1	5	5	1
"Wasf1"	57	44	21	52	39	40
"Wasf2"	6	1	2	8	2	4
"Wasf3"	1	12	0	6	2	0
"Wash"	142	52	16	138	86	42
"Wasl"	31	22	7	20	10	17
"Wbp1"	869	668	483	816	804	350
"Wbp11"	782	669	195	792	839	188
"Wbp1l"	8	0	1	2	5	2
"Wbp2"	923	514	55	985	593	65
"Wbp2nl"	0	0	0	0	0	0
"Wbp4"	245	313	187	309	395	269
"Wbp5"	1028	1679	1054	884	1676	1188
"Wbscr16"	70	53	41	108	41	70
"Wbscr17"	8	3	8	0	4	0
"Wbscr22"	174	127	97	142	64	72
"Wbscr25"	10	8	3	34	9	9
"Wbscr27"	107	88	28	67	90	55
"Wbscr28"	0	0	0	0	0	0
"Wdfy1"	24	21	26	31	33	22
"Wdfy2"	5	2	7	0	0	2
"Wdfy3"	43	76	47	36	44	44
"Wdfy4"	14	9	33	31	4	16
"Wdhd1"	13	18	32	27	14	37
"Wdpcp"	163	180	292	233	276	283
"Wdr1"	1104	542	540	1073	700	347
"Wdr11"	138	60	159	166	85	172
"Wdr12"	149	189	168	93	189	156
"Wdr13"	34	39	14	54	4	28
"Wdr16"	160	161	173	169	166	112
"Wdr17"	121	259	435	127	188	326
"Wdr18"	338	146	80	282	204	71
"Wdr19"	66	71	109	86	113	95
"Wdr20a"	126	133	224	123	131	145
"Wdr20b"	3	0	0	6	0	0
"Wdr24"	298	253	324	208	305	189
"Wdr25"	17	17	9	17	25	7
"Wdr26"	443	581	532	467	734	593
"Wdr27"	2	1	12	17	5	14
"Wdr3"	32	71	57	40	39	53
"Wdr31"	160	236	147	226	217	160
"Wdr33"	271	320	306	376	348	324
"Wdr34"	937	911	328	1025	1095	534
"Wdr35"	277	335	612	269	243	597
"Wdr36"	188	176	347	264	173	254
"Wdr37"	19	25	44	12	17	26
"Wdr38"	15	16	12	17	26	2
"Wdr4"	58	50	31	49	32	46
"Wdr41"	61	77	74	70	72	54
"Wdr43"	93	81	72	112	59	59
"Wdr44"	39	46	21	19	87	84
"Wdr45"	339	352	334	382	351	265
"Wdr45b"	237	178	3	353	253	6
"Wdr46"	334	134	60	241	195	73
"Wdr47"	134	130	275	199	133	166
"Wdr48"	93	27	38	47	30	18
"Wdr5"	26	22	8	25	11	8
"Wdr52"	53	100	216	59	98	265
"Wdr53"	161	126	171	162	113	104
"Wdr54"	498	529	578	504	687	450
"Wdr55"	61	166	183	59	194	138
"Wdr59"	60	8	34	6	21	13
"Wdr5b"	30	77	75	73	54	67
"Wdr6"	954	534	1186	1161	634	665
"Wdr60"	213	182	319	189	195	251
"Wdr61"	398	587	488	393	597	402
"Wdr62"	31	26	65	44	23	13
"Wdr63"	176	153	333	253	272	187
"Wdr64"	0	0	0	0	0	0
"Wdr65"	74	130	118	126	179	77
"Wdr67"	45	62	98	99	61	74
"Wdr7"	2	1	6	9	9	4
"Wdr70"	219	315	259	223	291	253
"Wdr72"	62	13	64	31	49	82
"Wdr73"	317	298	329	300	298	319
"Wdr74"	270	270	224	281	315	163
"Wdr75"	207	170	308	198	264	327
"Wdr76"	11	33	31	13	9	23
"Wdr77"	217	197	152	249	298	201
"Wdr78"	16	40	49	36	30	55
"Wdr8"	300	365	216	225	342	175
"Wdr81"	47	21	34	44	22	20
"Wdr82"	0	11	2	5	0	2
"Wdr83"	366	199	142	218	320	184
"Wdr86"	117	26	19	86	40	34
"Wdr89"	9	3	0	2	0	6
"Wdr90"	184	96	224	99	82	208
"Wdr91"	69	27	49	76	39	55
"Wdr92"	38	95	119	92	134	118
"Wdr93"	18	57	52	115	81	36
"Wdr95"	37	35	79	34	40	36
"Wdr96"	138	211	243	173	143	273
"Wdsub1"	1115	1252	886	1389	1806	814
"Wdtc1"	17	7	1	6	6	2
"Wdyhv1"	194	212	134	175	227	147
"Wee1"	131	89	137	139	104	104
"Wee2"	27	19	33	20	29	35
"Wfdc1"	44	5	10	0	5	4
"Wfdc10"	0	0	0	34	0	0
"Wfdc11"	0	0	0	0	0	0
"Wfdc12"	172	14	11	49	24	69
"Wfdc13"	6	7	6	3	11	1
"Wfdc15a"	0	0	0	0	0	0
"Wfdc15b"	1	0	5	2	1	2
"Wfdc16"	0	0	0	0	0	0
"Wfdc17"	1	11	1	2	2	0
"Wfdc18"	11922	1321	1263	2678	1736	1673
"Wfdc2"	2878	2347	1817	2029	1595	1390
"Wfdc3"	29	56	30	21	25	31
"Wfdc5"	1	0	0	0	1	0
"Wfdc6a"	3	0	1	5	4	0
"Wfdc6b"	0	0	0	0	0	0
"Wfdc8"	0	0	0	0	0	0
"Wfdc9"	0	0	0	0	0	0
"Wfikkn1"	1	6	2	4	0	3
"Wfikkn2"	0	0	0	2	0	0
"Wfs1"	109	71	70	104	44	33
"Whamm"	157	139	119	104	135	78
"Whrn"	105	100	21	98	68	30
"Whsc1"	94	96	43	108	56	69
"Whsc1l1"	158	139	176	154	247	185
"Wibg"	100	47	44	108	74	34
"Wif1"	49	49	17	44	18	17
"Wipf1"	1	0	1	2	0	1
"Wipf2"	1	0	0	4	0	0
"Wipf3"	2	2	1	1	1	1
"Wipi1"	117	77	42	101	57	43
"Wipi2"	75	114	101	91	89	62
"Wisp1"	58	32	6	76	18	20
"Wisp2"	34	22	11	64	23	17
"Wisp3"	4	2	6	0	4	1
"Wiz"	247	103	93	179	164	63
"Wls"	1638	2548	2743	1496	2721	2759
"Wnk1"	118	89	60	63	65	111
"Wnk2"	379	206	3	395	316	11
"Wnk3"	0	0	3	0	0	8
"Wnk4"	45	66	26	79	48	43
"Wnt1"	0	0	0	0	0	0
"Wnt10a"	0	0	0	1	0	0
"Wnt10b"	1	2	0	0	0	0
"Wnt11"	14	3	7	5	2	10
"Wnt16"	0	0	2	4	0	1
"Wnt2"	5	1	0	9	5	0
"Wnt2b"	0	1	4	0	1	7
"Wnt3"	0	1	0	0	4	1
"Wnt3a"	0	0	0	0	0	0
"Wnt4"	200	108	0	176	97	0
"Wnt5a"	11	0	0	6	0	0
"Wnt5b"	12	4	2	8	8	4
"Wnt6"	21	1	0	10	0	0
"Wnt7a"	0	0	0	0	0	0
"Wnt7b"	1	0	0	5	0	0
"Wnt8a"	0	0	0	0	0	0
"Wnt8b"	0	0	0	0	0	0
"Wnt9a"	1	0	0	0	0	0
"Wnt9b"	0	0	0	0	0	0
"Wrap53"	260	263	241	225	274	203
"Wrb"	12	8	3	17	4	4
"Wrn"	34	12	30	12	20	16
"Wrnip1"	592	563	495	578	664	414
"Wsb1"	196	343	491	216	310	483
"Wsb2"	645	614	690	707	888	533
"Wscd1"	54	84	51	34	56	40
"Wscd2"	0	0	0	0	0	0
"Wt1"	0	0	0	0	0	0
"Wtap"	50	179	179	61	227	179
"Wtip"	124	47	1	70	71	1
"Wwc1"	837	587	331	793	775	517
"Wwc2"	80	41	17	72	91	27
"Wwox"	85	51	57	74	50	51
"Wwp1"	26	92	87	50	175	159
"Wwp2"	252	278	475	292	272	451
"Wwtr1"	122	39	14	62	19	8
"Xab2"	606	334	795	413	267	522
"Xaf1"	36	57	40	38	36	40
"Xbp1"	2096	1532	1890	1225	2362	2061
"Xcl1"	0	0	0	0	1	0
"Xcr1"	0	0	0	0	0	0
"Xdh"	121	120	195	140	75	156
"Xiap"	0	3	5	0	9	2
"Xirp1"	0	0	1	0	1	0
"Xirp2"	0	0	0	0	0	0
"Xist"	0	3	24	0	4	8
"Xk"	6	3	2	19	0	5
"Xkr4"	10	6	5	7	9	2
"Xkr5"	0	0	1	9	0	0
"Xkr6"	0	0	0	3	0	5
"Xkr7"	0	0	0	0	0	0
"Xkr8"	3	14	13	6	0	18
"Xkr9"	0	0	8	1	0	3
"Xkrx"	0	0	0	1	0	7
"Xlr"	0	9	0	0	1	2
"Xlr3a"	1	7	8	1	36	11
"Xlr3b"	1	13	4	1	6	6
"Xlr3c"	1	13	4	1	6	3
"Xlr4a"	0	4	18	1	4	6
"Xlr4b"	0	4	0	1	4	6
"Xlr4c"	0	4	0	1	4	6
